subject,session,scan,site,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,gm_mean,gm_size,gm_std,qi1,snr,wm_mean,wm_size,wm_std
50624,session_1,anat_1,YALE,1.1610525432,5398201,3.6607699078,27.7976295982,122.1593101392,288406,36.0293950605,0.4086640452,1981.2898262983,107.9033968943,5087559,132.5875278733,7.61653,8.42021,7.39685,7.09418,191.1950561977,502245,28.898627576,0.1300212793,29.4756020218,292.9557821378,407799,40.5065371186
50625,session_1,anat_1,YALE,1.2444262804,5675429,5.8314454808,15.1259926329,106.008926038,292515,32.9390821272,0.379592491,467.808623335,78.1233017021,4810331,102.6127775781,7.0447,7.98374,6.67321,6.56216,162.1079264866,553423,23.1621839506,0.0810183688,13.3969016703,250.3143278682,439207,38.6602956864
50626,session_1,anat_1,YALE,0.9374950538,5471391,3.3569979428,28.283784871,109.8993492099,435317,45.6600781055,0.4592368666,2113.3803161256,113.3162056881,5014369,113.2849584221,6.61044,7.66946,5.72541,6.57839,173.6257721576,735763,26.5010031634,0.0895293354,33.7552204734,268.5743797843,596607,40.1357263973
50627,session_1,anat_1,YALE,1.9900126033,7004528,7.9847850078,17.3024506498,152.6627424795,292035,55.7089110133,0.3925738981,777.3816951364,167.3068206888,3481232,157.0042634612,6.47801,7.41613,5.72766,6.39986,237.4165783036,549815,36.8761065553,0.1433207205,20.9532029385,375.5729268499,436787,55.111018301
50628,session_1,anat_1,YALE,0.8332088971,5427142,2.8627295116,30.2879294762,107.8909317746,387143,25.9129660947,0.4104082939,2346.2610583625,91.9261333827,5058618,111.3847945569,7.87677,8.73486,7.35024,7.61179,176.5087179607,514914,27.4736480654,0.0916941182,32.1113584113,263.2148675182,422209,31.8574388844
50642,session_1,anat_1,YALE,5.989688284,1983472,10.9057377242,7.8780973501,201.646813556,303630,58.6447606451,0.6493237349,514.8674344353,234.0471485548,3586918,157.8901466156,4.2324,4.01979,4.34308,4.34269,298.7205028852,598228,31.9182269021,0.2992358854,21.4609185068,384.6369663511,564416,36.2698288878
50643,session_1,anat_1,CMU,2.0438838257,6051250,3.8914893809,29.1644953945,235.8830305221,260008,65.2405312705,0.3953470103,2983.9540243468,148.7215082893,5483086,188.5081891005,6.19252,5.72448,6.24403,6.64358,349.2145043918,598729,39.4996820504,0.1169905391,38.2171178516,462.70782852,523956,43.2185295818
50644,session_1,anat_1,CMU,2.306332937,5794310,8.9833786806,11.8028705647,228.5486624669,240966,71.4428100071,0.412070629,706.3578967715,154.7379360303,5740026,191.8782441742,5.75674,5.51036,5.88461,5.88346,327.0986332789,615634,33.2604191895,0.0811542703,17.2249152054,433.128289079,516786,40.1093592651
50645,session_1,anat_1,CMU,4.5539147949,2590736,9.6147684637,11.0744035187,230.0477708453,286095,58.8325775118,0.6397482073,968.2421454642,300.0162280687,2889130,139.9204523187,3.61111,3.38395,3.62537,3.83838,337.8605143473,633463,38.6741858908,0.1542067582,31.2036872444,444.3383400534,555054,42.6635227533
50646,session_1,anat_1,CMU,3.4181544008,3399969,7.5150338361,12.9324382731,181.4919949062,341595,50.9837312443,0.5620961953,1125.4633009319,214.9467770117,4488831,174.6679756505,5.0614,4.69294,5.21058,5.30252,278.5336377473,712845,40.2001907935,0.1898611429,28.6022367565,375.7213489525,655264,45.9511768417
50647,session_1,anat_1,CMU,4.4910230304,2902817,8.14940742,13.1157421207,231.0512907186,281045,57.2166617349,0.5078347592,884.9565816617,190.6847302233,4364183,200.6508103418,5.56903,5.22411,5.65279,5.84877,352.8334622178,523725,38.065252244,0.1815856804,23.3986007074,459.7189883756,482432,42.4240975372
50648,session_1,anat_1,CMU,6.0241994159,2196334,8.7518706193,11.0200191577,213.3482014908,277035,48.7701870462,0.5376484258,599.3535416954,179.5906353139,4243666,188.1646770283,5.52704,5.07628,5.65628,5.88031,322.6798146138,517622,33.2577669693,0.2584711615,20.5202571114,419.1255965042,467306,40.4834147946
50649,session_1,anat_1,CMU,4.0347807709,2214327,7.2782267471,11.5234642226,172.558264565,319551,54.1353644785,0.561004839,729.7398427832,156.7125296497,5328473,161.1742646322,5.30727,5.07046,5.56028,5.30237,263.3132986348,650172,29.1075717302,0.1911939835,21.5316910417,347.1836841587,568944,32.7151647862
50650,session_1,anat_1,CMU,4.0402089453,1504317,5.924994699,13.1307676531,183.2321483377,211787,48.8759149496,0.6185501496,1170.32886663,195.1968253933,2711139,148.6164476618,4.45461,3.9439,4.74728,4.72126,264.260393926,455314,27.2186228795,0.2096300181,32.9446413558,342.0601226641,417563,31.8190898692
50651,session_1,anat_1,CMU,3.1049574941,4932492,6.5789115677,15.8865408855,223.5425546256,326404,79.7939516137,0.4493507219,969.5155987167,143.1658263964,6601844,175.5364911377,6.33287,6.19958,6.40421,6.39695,327.7018736184,704359,38.8974012525,0.1155600455,21.7613240312,432.2180212202,676902,45.3312391406
50652,session_1,anat_1,CMU,4.8250573836,4593209,13.5159323428,8.482383278,238.1898404804,320901,63.3769823953,0.4268779369,265.3625939748,136.9248293541,6941127,189.4890279616,6.88847,6.53827,7.02043,7.12101,359.575017474,646676,39.9520844909,0.1326843608,10.1306240577,474.2223359661,587089,45.8329127768
50653,session_1,anat_1,CMU,3.194254572,5395142,8.7909471887,14.0811924561,238.5480437466,348370,66.3940309566,0.4479665749,956.7138353322,189.4663949372,6139194,218.6313027636,6.13226,5.68858,6.44791,6.28693,369.6969874925,696463,47.6393011797,0.1150863128,21.5524437664,493.4840067276,659371,51.4897415495
50654,session_1,anat_1,CMU,4.3234758882,2138147,7.4177676825,11.8844510517,185.0357239056,278441,49.2821323832,0.5775245481,696.5251120131,162.6711400449,5018653,157.7432666082,5.3615,5.13173,5.62938,5.335,274.6969036817,667890,31.745946605,0.2032465495,21.9299318889,362.8530006172,567050,35.699614413
50655,session_1,anat_1,CMU,3.299063232,4564844,7.4589064134,13.5395632866,228.518764312,389969,60.0760307825,0.5000791828,1273.3532840162,197.9347332632,6969492,213.3638928032,5.87468,5.69438,6.10149,5.83541,343.3520420017,748922,36.5113201252,0.1517574314,26.5366961714,444.3423774351,697508,42.3763996534
50656,session_1,anat_1,CMU,1.9458212234,4973202,3.8903809205,26.2447101855,256.8867430183,214883,61.0120045946,0.3752166488,2540.0274444637,118.9451864571,6561134,184.1537959074,6.48059,5.89355,6.53654,7.06511,367.602590693,534220,35.515205036,0.0712068402,30.5741748402,469.7045104615,463079,38.3419737785
50657,session_1,anat_1,CMU,2.9474914883,4627764,5.2853644118,21.1211933064,208.5683071688,330346,61.4974193695,0.443160461,1253.0265543186,130.8606427327,6906572,169.6019116241,6.33157,6.21575,6.4288,6.35202,315.8571493597,724995,35.994367703,0.1035796121,24.7590577558,427.4903527963,601055,42.2729671669
50658,session_1,anat_1,CMU,4.5672068129,4714217,14.5242852902,7.4580454304,226.221000158,297493,56.2647523707,0.4341909705,205.5559713199,130.8805731982,6820119,174.7028115392,7.15138,7.00704,7.06824,7.38453,339.1164933942,677738,37.6453290621,0.1370359065,9.0111541176,447.4392729325,620300,41.4540190899
50659,session_1,anat_1,CMU,3.5249341734,4465899,7.5290542513,11.8573320444,213.8237395508,321076,52.3717257452,0.4693313519,808.0933450242,150.2667755262,7068437,182.3970709603,6.44201,6.2123,6.7653,6.36099,305.9312257157,723977,33.6903643297,0.1914259593,19.9582537874,395.2057219538,663235,39.669491042
50660,session_1,anat_1,CMU,1.727752524,5961047,3.8529683224,28.2864632132,233.8574313206,259503,74.6233799078,0.4165428382,3440.0136609326,160.2128384155,5573289,188.8623468897,6.07785,5.63065,6.31256,6.31664,334.1508934777,624414,42.2916576134,0.1010773778,41.5816650977,443.1377401921,576934,46.5648395379
50661,session_1,anat_1,CMU,5.8608974482,1975334,7.0575704121,14.7659338314,210.3144048939,275934,56.0284066804,0.6095845297,1074.1313115996,241.0484629628,3106496,179.7050053523,4.15446,3.97225,4.23234,4.26506,319.9131232877,544231,35.1129843222,0.2274521676,34.1545955462,424.1247410022,469116,41.1105871216
50663,session_1,anat_1,CMU,2.5018871443,5212108,5.1319127881,19.0400461542,211.7160509406,309066,58.5000997677,0.4383110541,1544.6141648897,142.0295797621,6322228,173.7118002716,6.08362,5.91269,6.19267,6.14926,313.023334494,689280,32.4760941957,0.1428466179,27.6757586552,410.735190838,579523,37.9309145852
50664,session_1,anat_1,CMU,4.5746057742,3194679,10.453834889,10.8214409654,241.5200070276,278902,59.6766373799,0.5392627658,684.949716709,224.1644593463,4130121,197.3255327527,5.61155,5.33103,5.66503,5.85107,357.621086448,570262,41.2781373354,0.169993918,21.4432752887,470.7466435612,521088,46.6623500451
50665,session_1,anat_1,CMU,3.8206638825,2746028,6.9574021434,12.8289627273,199.0426907192,256660,50.5687441228,0.528684648,971.2702492785,174.6836930672,4401772,175.1526654392,5.47984,5.09326,5.67379,5.69421,296.1283038662,558588,31.5947837322,0.213529141,25.1076033075,385.3845566425,509397,36.2631755432
50666,session_1,anat_1,CMU,4.0817443506,4567912,6.6836057372,16.1279527466,235.9568193955,342677,57.6857018397,0.4549172255,988.3164794372,152.9394314788,6966424,192.9356990586,6.40977,6.01065,6.63787,6.60051,352.1779276921,716409,42.3008128935,0.1664362186,22.8827727864,459.9708051993,701255,48.368284969
50667,session_1,anat_1,CMU,3.5670419613,4698975,10.8321087016,8.3046123461,207.2441315167,306425,57.1591618301,0.4306551371,395.5792772382,135.4583902738,6835361,181.9324445815,5.92104,5.70224,6.16439,5.90552,311.9031390911,612311,31.9356450971,0.1206867455,12.5052650417,401.8596027483,587134,35.1466759489
50668,session_1,anat_1,CMU,4.24193906,3490908,9.6843521601,11.8513789474,242.9240101463,261377,59.1549925005,0.5233556028,872.9316486515,238.0722071677,3733092,202.2338822959,5.09961,4.77856,5.22447,5.31217,362.0408338615,563307,43.8072327136,0.2190341309,24.5831835968,476.8137611706,530856,50.7206564883
50669,session_1,anat_1,CMU,2.4918868474,4821985,4.215027901,26.4797649902,251.8805453449,257085,66.7761222529,0.3918679367,2061.3918293122,123.5943117397,6712351,184.792565303,6.70595,6.17402,6.58195,7.42094,371.0521036161,598826,40.4724716308,0.1437480623,29.3222997911,482.6650518606,553214,43.0954696734
50682,session_1,anat_1,CMU,1.1950233787,5442568,3.9283077061,25.7582997106,84.4853851156,298326,32.2831495625,0.4295001898,683.5203148259,66.5796106822,6484984,84.2086097584,5.5187445928,5.361536631,5.3213955595,5.8912516074,155.3176936509,482789,30.5369907418,0.1271927149,16.9486750181,256.5042209006,414485,32.7146089697
50683,session_1,anat_1,LEUVEN_1,0.8128025622,5340431,3.4381757928,33.3818279792,86.7921380506,272248,36.0539267942,0.4289824695,1162.6577643877,74.6119515643,6587121,94.5780196538,5.1262787418,5.1901305374,4.8213696368,5.38341634,160.526050016,561420,36.465058154,0.0811715384,21.7010287026,275.2986428941,427159,35.8482538664
50685,session_1,anat_1,LEUVEN_1,1.3805430718,5002506,3.8268522242,28.9109081294,89.5220702555,291365,33.6939851933,0.4477195463,895.4637141492,75.9730781572,6925046,95.1243333514,5.0086395692,5.0060295852,4.7833438878,5.2472821919,163.0909551924,540310,34.1901423863,0.1629639225,19.8526291863,273.7287282698,458061,32.3675095095
50686,session_1,anat_1,LEUVEN_1,0.6237850246,3376200,2.8500229164,39.4172004444,87.0671391706,223208,37.0121236417,0.4067282584,1155.9589143985,51.5539465572,8551352,84.7431915326,5.5508315689,5.6633794254,5.3430529724,5.6520918286,163.9555620142,471376,34.6542616003,0.0646967004,18.0889586047,276.2954865813,360392,31.3421929014
50687,session_1,anat_1,LEUVEN_1,0.6964359396,5971616,2.3792371933,43.1697940507,73.5604333926,263687,30.820661326,0.4266108953,2120.6798469989,73.8927488475,5955936,87.0236722022,4.932855582,5.0088539489,4.614518235,5.1931317302,140.4409007307,603510,33.8242554485,0.0812237425,31.0573275561,243.1520803653,478017,36.1337581597
50688,session_1,anat_1,LEUVEN_1,0.8659480135,4376056,2.7898707433,33.7090256814,79.3456193912,238129,32.0543824239,0.4507992251,1272.071780981,62.9396376559,7551496,83.0271068881,4.8554754388,4.9081739137,4.6063349807,5.0631267536,147.1530062805,475438,30.4529938856,0.1128820107,22.5600550879,241.1968308128,394486,31.5738616331
50689,session_1,anat_1,LEUVEN_1,0.7318366129,5652002,2.8749216187,38.2174390993,73.5704163163,236671,33.0148277164,0.4226478849,1343.6523909883,67.9600028683,6275550,84.8916854314,5.1858398806,5.2517605016,4.9963981033,5.314918381,143.0984431886,591915,34.0508881778,0.0797657184,23.6389063364,252.9705850655,445386,35.7571749395
50690,session_1,anat_1,LEUVEN_1,0.7716922705,6285845,3.4213702334,29.4843423162,85.8135198895,245431,36.0987019483,0.3986620901,1121.2390456387,73.4841864351,5641707,91.6119687419,5.0572911213,5.1527350662,4.732460966,5.3043151484,158.669229107,467393,35.2162576329,0.0734192459,21.4779989951,259.5460802595,395766,36.853842757
50691,session_1,anat_1,LEUVEN_1,0.8265530655,4602301,2.8312952476,41.7998377688,87.1652594557,270393,42.2256462504,0.4238424792,1436.3374028676,64.9381472389,7325251,90.9853940971,5.521337185,5.5877782442,5.2686164982,5.7173702072,161.891643203,587079,35.6298044686,0.1001407774,22.9358443961,280.2393252292,446848,33.9305614909
50692,session_1,anat_1,LEUVEN_1,0.940223901,4756299,2.5331268509,43.5677326052,81.8360897737,306192,40.300328962,0.4441494271,1684.1050570756,67.696249456,7171253,87.820561553,5.2466450494,5.4309730376,4.9483326685,5.3741216039,152.9858010534,607369,36.2089747056,0.1257345259,26.7243819362,263.3483943482,512471,32.6609238605
50693,session_1,anat_1,LEUVEN_1,1.0135010967,5629913,3.0670276388,30.9689422853,79.5471326747,261655,24.984523211,0.4294015507,1295.6112768198,73.387243378,6297639,90.1804651894,4.8369192273,4.9052007972,4.6395349554,4.9725010912,150.6237000814,471568,31.7094673049,0.1231495052,23.9278063395,245.6063020137,385115,33.0674721769
50694,session_1,anat_1,LEUVEN_1,0.7550243017,5543656,2.669321706,37.2617558274,66.5746563319,198811,27.3224583053,0.4360142782,1756.8027084781,74.1628091999,6383896,89.549265766,4.676263722,4.6963337252,4.4080603477,4.9395836725,133.1238172489,541217,32.1518998128,0.0857154556,27.7833912018,232.587430881,420109,34.6631133873
50695,session_1,anat_1,LEUVEN_1,0.9323280525,6089111,3.2446367667,34.7758149637,74.5640100304,242462,28.5585345772,0.4242370367,1188.2464040583,75.4146156483,5838441,88.6282373454,4.9607876322,5.045797872,4.7426181859,5.1015787537,146.1589233127,580670,33.21424302,0.1074912249,23.2428530741,258.9938111376,431097,37.5658112457
50696,session_1,anat_1,LEUVEN_1,0.6314713849,5405914,2.2677508849,47.8462957353,70.8545052531,213018,42.5150037999,0.4115530824,2095.7516426935,64.5882972959,6521638,86.2661830079,5.0857393875,5.1273806823,4.8051577056,5.3389857272,140.293408019,575032,34.3427989346,0.0692561887,28.4812135781,248.7968875139,437014,35.082613447
50697,session_1,anat_1,LEUVEN_1,0.6605946691,5220248,2.7733296261,35.8606612372,74.3660781766,235518,31.4344596599,0.4593241772,1724.2724833077,77.3686385767,6707304,89.6020938292,4.7188470052,4.7598297823,4.4743921539,4.9337991544,137.0752447038,506122,30.3147740566,0.0679465803,27.8973829323,236.5286789243,382075,33.6628103101
50698,session_1,anat_1,LEUVEN_1,0.6587614403,4549058,2.3606796268,41.9745510801,82.3965528147,284580,28.767421528,0.4273770099,1868.4487513099,61.9161095747,7378494,85.9636272737,5.1251193671,5.1786204407,4.8744018447,5.3330537429,151.6187587693,540238,32.915622974,0.0783505069,26.2280865527,250.7072263479,455140,33.3351414363
50699,session_1,anat_1,LEUVEN_1,0.8399754195,5415668,2.8919088604,36.2482697561,72.9313439467,238566,35.2671366004,0.4128944166,1217.2258406478,63.0506320444,6511884,84.043248298,5.3238587099,5.3694450051,5.0242146221,5.5934875573,142.4726814604,575470,33.0253688379,0.097653512,21.8024270775,247.2993739434,430632,33.2174899391
50700,session_1,anat_1,LEUVEN_1,0.7507761294,4059246,2.6168336748,45.7979557917,84.5963067942,225441,37.6634477536,0.4191889499,1566.4987727826,59.915582973,7868306,89.5555735402,5.347515293,5.418918032,5.044027806,5.5945561356,158.4305767732,547893,37.3764443483,0.093731693,22.8962136763,278.2762097246,426998,34.0316481376
50701,session_1,anat_1,LEUVEN_1,0.7886670701,4337625,3.0402174036,38.0705033317,87.0604822367,271402,43.3872937351,0.4013386694,1118.7009247064,57.1122047682,7589927,88.170784037,5.3302238303,5.3341555887,5.1248336926,5.5397519951,156.5574668981,522553,32.6217195198,0.0868318492,18.7855660259,272.3000736905,397609,39.5040042375
50702,session_1,anat_1,LEUVEN_1,0.7385711122,5331993,2.4081123053,37.8732197102,70.863856067,313646,21.0570281141,0.4372354116,1521.6305244337,61.7496718625,6595559,76.4261093591,5.1670856499,5.0859269355,4.9316615715,5.5001548842,127.3799968645,625092,28.1770907198,0.0884526668,25.6423555187,218.5829632913,496340,29.5249659403
50703,session_1,anat_1,LEUVEN_1,0.768752534,5283206,3.0350180396,29.3427783383,69.7515437336,226885,26.6184924948,0.4400240717,1136.9184507185,66.4870288212,6644346,81.9994314994,4.8193711346,4.8694493766,4.5726404196,5.0271790225,132.9025014536,509064,29.8242943677,0.0745119535,21.9066338172,221.9583630411,426376,32.9222058555
50704,session_1,anat_1,LEUVEN_1,0.833002847,4990121,3.5300956823,30.6052773447,81.3896413769,235958,32.4134726245,0.4425014847,1049.5577897223,72.9249637222,6937431,92.1377963515,5.2575817738,5.3328025619,5.0167359853,5.4322854524,161.226339842,591469,36.5219360539,0.0769303991,20.658070003,269.2658972521,511991,34.7911087431
50705,session_1,anat_1,LEUVEN_1,1.0170616212,5501646,3.2984453171,32.0922307337,85.3031118459,237094,30.1770037051,0.4080135952,1036.5055690055,66.2267227376,6425906,89.2362553812,4.9865780894,4.9887518979,4.7517194553,5.2307526441,158.0753325625,476527,33.7397358563,0.1232731077,20.078163004,263.929800743,394064,34.9496840582
50706,session_1,anat_1,LEUVEN_1,0.7892807235,5555263,2.9344049578,36.9047335955,79.6011702583,245245,31.6897508976,0.4115197471,1378.6993566759,68.3536161025,6372289,89.767888136,5.0217849254,5.0906919807,4.7598675401,5.226400365,154.2465135528,526754,34.9110458822,0.0897554265,23.2938592611,262.5399467821,419408,35.1641741585
50707,session_1,anat_1,LEUVEN_1,0.7760641767,4758984,3.3442245146,33.8857413591,80.9494356876,207775,35.5903251271,0.4092551656,893.5373074986,58.3185128466,7168568,84.4409960692,5.2155211437,5.3568161429,4.8754253903,5.4321699185,151.1554439877,517672,33.0504349459,0.0833327029,17.438575847,264.4769709352,379325,33.1152293685
50708,session_1,anat_1,LEUVEN_1,0.7443151204,5319110,2.494041045,42.0662772331,96.281444232,234256,39.4590732838,0.401006695,2164.4809171017,70.5265622366,6608442,98.43133937,5.1290486579,5.2217531332,4.7547493387,5.4345854763,173.9817518568,456156,36.4772388421,0.0914322133,28.2780278935,278.8967738846,438484,32.6633634375
50709,session_1,anat_1,LEUVEN_1,0.9616100454,4835640,3.4866889729,32.4347003936,79.1840143333,235536,36.1962364812,0.4383558137,967.3033449264,68.3438789145,7091912,89.348078599,5.0458479469,5.1202220654,4.9266978465,5.0928131954,153.3533171248,581588,36.5473623828,0.1094430106,19.601369507,266.4430293275,447941,32.2643911289
50710,session_1,anat_1,LEUVEN_1,0.6510921822,5470058,2.9498562348,32.8372513189,73.6273259788,210664,29.1371190599,0.4200564755,1337.5370310452,67.8788365889,6457494,87.1679653926,4.7359166434,4.7588284528,4.4267625108,5.0422484173,144.0175005205,465929,31.2006392258,0.06055274,23.0108965269,240.8826710583,372227,32.5287386599
50711,session_1,anat_1,LEUVEN_1,0.585084396,6171443,2.5167061302,45.8060993007,68.0626871359,183690,38.1345322075,0.398078304,1798.304497453,67.8526556742,5756109,86.033350802,5.1198715059,5.2011309827,4.8170882076,5.3566595659,139.4723396898,566823,34.1034887977,0.0608318022,26.9608973647,254.7528306017,406539,35.4301983782
50722,session_1,anat_1,LEUVEN_1,0.7724240953,5042801,2.8534009932,38.078868889,73.1700355387,205410,40.1432868625,0.3972036318,1222.8534738602,58.3552960739,6884751,85.3264780957,4.9372835035,4.8867818166,4.6411059124,5.3066258848,135.907665755,537103,31.0294187836,0.08897456,20.4511375066,244.5619480638,384895,36.3071057594
50723,session_1,anat_1,LEUVEN_2,0.781610957,5350447,3.0793088482,36.4855439109,86.6891713463,188583,42.0381576197,0.394888287,1449.6967066853,69.722307611,6577105,98.8467129073,5.163000491,5.1828131682,4.9378669495,5.3777610794,153.2207167815,510002,33.0580337589,0.0819875423,22.6421937672,265.5709749792,386439,36.8972895754
50724,session_1,anat_1,LEUVEN_2,0.972697388,5163169,3.3143151958,32.1641266291,74.8107985292,215659,38.9349106736,0.4266081075,956.6329471415,64.7220086444,6764383,84.9969488781,4.9083130857,4.982618452,4.5791069511,5.1827210495,135.5668985754,612741,30.3389568767,0.1117615945,19.5280185563,242.1689522212,456709,36.7126562671
50725,session_1,anat_1,LEUVEN_2,0.8502464052,4533387,3.040804254,38.6923014704,79.6818756619,223793,44.6328501723,0.4144806632,1086.1483367273,58.9189139004,7394165,85.7718943962,5.351033665,5.4624878829,4.907254634,5.7159016608,150.8623056321,617193,34.4316782078,0.1023960672,19.3760955912,268.5180205416,439110,34.5668064907
50726,session_1,anat_1,LEUVEN_2,0.9112667202,4339364,2.8419114062,39.9778743861,75.3395863092,237327,36.2727755239,0.4364279667,1159.9825805106,59.4136526401,7588188,82.4731940409,5.3221599045,5.3423743007,4.9829215006,5.6629944962,142.3496761712,661615,32.4370642789,0.1173973882,20.9062296984,255.9632533842,451579,34.2149720943
50727,session_1,anat_1,LEUVEN_2,0.7662840519,7371645,3.305049231,37.7649972388,84.388802942,226238,28.5537457928,0.373159022,1653.2770363961,90.3555867141,4555907,104.2400215765,4.6686161438,4.5802678063,4.5030989264,4.9335802978,160.1361227387,549460,37.1300711813,0.0808799121,27.3386507727,284.9512978234,384644,38.3564525564
50728,session_1,anat_1,LEUVEN_2,0.6425256182,6739641,2.966196037,38.8846283135,84.5524319834,240750,29.6052237904,0.3801572685,1524.4788071591,74.1106108027,5187911,92.4653034389,5.3087257149,5.2820893239,5.1088107492,5.5442869583,159.2589079331,496215,35.5448555099,0.0610950939,24.9850683762,274.5983383384,370954,36.4160618611
50730,session_1,anat_1,LEUVEN_2,0.9695585117,5862624,3.2560779356,38.5410221928,80.9668260623,217279,34.9225790078,0.3825339653,1278.7869891233,70.4376236618,6064928,98.9869256607,4.9607684663,4.9314618688,4.6917474832,5.2763885185,148.1998136235,532256,33.6192474382,0.1116535872,21.632659001,273.6923856016,378152,40.1743460704
50731,session_1,anat_1,LEUVEN_2,0.6674934209,6302558,2.349465074,47.2961768252,71.5196804462,219431,36.7027049557,0.4237526091,2453.9813286699,80.1076724704,5624994,90.6756207357,4.9029187542,4.9448100511,4.6061354382,5.1745963426,147.3318043495,583612,37.0833428608,0.0740957878,34.0961325011,258.4525199346,455865,35.8508220943
50732,session_1,anat_1,LEUVEN_2,1.2027296556,4647253,3.7508303872,31.2216658333,82.018696137,260963,45.7156396828,0.4137922843,750.3906363674,61.3064081571,7280299,88.7921695761,5.2451062953,5.1808859451,5.0429884604,5.5229399334,148.2686056729,631595,33.9581314215,0.1385457172,16.3447561816,265.3757786189,469742,37.2915766061
50733,session_1,anat_1,LEUVEN_2,0.7666987521,4827741,2.7291847309,44.5106886947,77.7370206631,198373,47.3539367149,0.3929563513,1235.7150144369,54.8286044516,7099811,83.2128022154,5.3679994194,5.3621325751,5.0602480006,5.7006896096,146.2488250978,570473,33.0115189591,0.0940458488,20.0897373603,267.7267170452,408507,35.2749142775
50734,session_1,anat_1,LEUVEN_2,0.5729780772,5050366,2.5010471115,43.8243060087,76.2970772609,225884,40.164604872,0.3884277373,1456.747177849,54.3932449988,6877186,81.436651124,5.1884937998,5.2777300022,4.8468062148,5.4603327825,142.7654171796,533739,32.8849432416,0.0606114488,21.7481888884,252.3720711343,390979,33.7359958879
50735,session_1,anat_1,LEUVEN_2,0.544169188,4224223,2.0505248777,61.5071574662,92.4127698299,196698,55.2415121108,0.3570633066,2191.3166441613,48.419830829,7703329,86.7071865833,5.2028114864,5.2532174558,4.7942705231,5.5919832933,159.957800927,477001,34.3158690263,0.0640955745,23.6133837512,286.0797574696,337937,39.885444306
50736,session_1,anat_1,LEUVEN_2,1.2021580085,6149744,5.4519604014,21.9978720996,95.729648906,252468,33.1170762467,0.3583995952,453.455802352,66.436113488,5777808,98.5902208928,5.4356188905,5.430571206,5.163108255,5.727848128,172.4488491758,450677,35.3739130502,0.1002428719,12.1857292783,292.3803767785,368227,40.7356189361
50737,session_1,anat_1,LEUVEN_2,1.1445291821,4718618,3.3959558373,35.511361774,76.8398737549,270268,33.6213121554,0.4236756053,1023.6009514098,66.8493372252,7208934,93.1489251586,5.0992137009,5.0474290732,4.8435632801,5.4234384481,140.9879080726,667222,33.5421525989,0.1352919435,19.6849842659,261.5829243799,457061,39.3696886577
50738,session_1,anat_1,LEUVEN_2,0.7239857118,6685230,2.8608929961,40.7568969842,82.4244228573,302135,40.5873504647,0.3879837783,1675.0159007922,76.4173206072,5242322,93.5300939992,5.0854433924,5.0574206854,4.8044114454,5.4127275841,149.5428196182,576383,35.2298639837,0.0769409579,26.7110027223,266.1439407431,426752,39.6032917963
50739,session_1,anat_1,LEUVEN_2,0.8017456903,5069857,2.596832181,43.9216112997,87.4765464988,279276,50.2316898343,0.4204265636,1785.9536926076,68.3859006561,6857695,92.2768502798,5.1710686289,5.2063878617,4.8027905539,5.5297949651,155.4242464142,599998,35.769046223,0.1012906281,26.3343550486,269.4813000787,473879,35.7534441323
50740,session_1,anat_1,LEUVEN_2,0.647877028,5826172,2.6587549035,46.7651126451,71.2763047528,253937,26.2162322715,0.3842065178,1624.6571694184,64.2647468278,6101380,89.6473535868,4.8828458274,4.8703100432,4.636103083,5.1559650549,139.4405395001,587062,36.4327195827,0.0700925067,24.1709932508,263.7775120574,400170,37.3115200361
50741,session_1,anat_1,LEUVEN_2,0.592587709,4952288,2.5195571331,42.573960311,71.025132477,275142,25.4058906162,0.3967003424,1258.7045241655,51.5765804706,6975264,75.9758544024,5.5906926339,5.5793865668,5.3105138179,5.8975943293,134.4095172633,547027,32.0420863007,0.0563161916,20.4704945141,241.6770426486,407094,33.6478998055
50742,session_1,anat_1,LEUVEN_2,0.7775141679,4775576,3.0014942557,37.5377302537,82.8800825677,247070,40.2643112219,0.4198409294,1142.7182741481,61.0796002392,7151976,85.1751073238,5.4495869418,5.5436892459,5.1356980959,5.6845015127,149.046582966,596570,33.9872760361,0.0852380948,20.3497308459,261.7158646944,440248,34.281671056
50743,session_1,anat_1,LEUVEN_2,0.6112165028,6219657,2.6013566362,47.8813384568,80.2874073329,198965,36.2301747846,0.3794418634,1998.3791775957,71.2288092195,5707895,95.896644297,5.1422124165,5.0840644,4.8431201506,5.5222167161,153.0445094005,505983,36.8355806275,0.0662126545,27.3814086962,277.6009469441,369610,35.0146961187
50744,session_1,anat_1,LEUVEN_2,0.8666360356,6355210,3.3025185316,34.0136667767,71.8126262153,266905,21.1064717192,0.3881211562,1054.7194580388,67.8199057057,5572342,87.7271276682,4.8617508237,4.8011054341,4.6613715715,5.1348032388,137.1284859582,448944,28.72664203,0.0867064975,20.5358138214,249.4592508143,368400,42.510553886
50745,session_1,anat_1,LEUVEN_2,0.6103894607,6595915,2.399186334,53.0541875209,91.0640074853,303527,35.0031483043,0.3703104956,2587.0009367681,75.9914566577,5331637,100.4000702682,5.1842783637,5.1535414635,4.8087240659,5.6224896178,167.4200295838,494189,37.1836087717,0.0649896186,31.6738452457,294.7069112437,379049,41.7035867564
