subject,session,scan,site,bg_mean,bg_size,bg_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,snr
50658,session_1,rest_1,CMU,57.468476213,53592,83.2645921931,0.647983856,45.5979755061,672.8149162251,32424,118.4866810172,1.6285577741,1.61417,1.9289633333,1.3871933333,-0.00526881,0.0825738,,8.0804445023
50659,session_1,rest_1,CMU,50.4257910891,75938,71.241997186,0.616987351,57.939175876,653.0425978905,38750,122.1507221336,1.6692142078,1.6581666667,1.9606866667,1.4305377778,-0.00660663,0.0674922,,9.1665397334
50660,session_1,rest_1,CMU,53.3675942964,81365,83.9773756285,0.5723957053,62.9660871339,773.5905423642,33323,157.9292163964,1.8110983565,1.82356,2.1585368382,1.5091977778,0.00905931,0.0639388,,9.211892329
50661,session_1,rest_1,CMU,42.0951238548,58083,64.9164584537,0.5888253869,86.404213649,708.3397864453,27933,124.4199468965,1.6346030643,1.6603233333,1.8487968136,1.4228377778,-0.00139664,0.0348211,,10.9115593074
50663,session_1,rest_1,CMU,51.5556795659,79553,79.108787466,0.5904342808,55.3260995564,688.1886424396,35135,140.3587853313,1.6847493799,1.6793566667,1.975079843,1.4417087361,-0.00482975,0.0597173,,8.6992692529
50664,session_1,rest_1,CMU,61.6865617957,83339,91.8121594951,0.5756575683,48.7953492438,756.6624013003,31349,156.3720830453,1.7148500499,1.70377,2.0380733333,1.4522666667,-0.00931612,0.0700951,,8.2414181897
50665,session_1,rest_1,CMU,53.2864697903,83511,74.3708794446,0.5744707556,56.6245889223,674.4992736581,31177,137.9247943378,1.7332303027,1.7308966667,2.0118434932,1.4952133333,-0.0104326,0.0495174,,9.0694002639
50666,session_1,rest_1,CMU,61.3552045619,72457,85.6719260359,0.6381651418,53.0277159124,751.7527038218,42231,153.9009075937,1.7144947939,1.71999,1.974969843,1.4836201572,-0.0134674,0.053077,,8.7747846769
50667,session_1,rest_1,CMU,48.2441548074,55565,65.5795028454,0.6307595815,57.1573664423,606.3903371846,30451,105.5256255322,1.5809767595,1.54561,1.8402733333,1.3892977778,-0.0103966,0.0636637,,9.2466443153
50668,session_1,rest_1,CMU,58.1895790104,82935,89.9273783581,0.5646679636,61.9846262352,824.957572646,31753,174.8727028408,1.884149939,1.8597166667,2.23514,1.6091466667,-0.0121462,0.0633067,,9.1735974929
50669,session_1,rest_1,CMU,44.2313655136,56399,71.5137322604,0.6013252978,82.5873641126,753.2306565877,29617,128.7792278289,1.6659558684,1.6618933333,1.95713,1.4215690395,-0.00152392,0.0455657,,10.5326715972
50682,session_1,rest_1,LEUVEN_1,24.4465302952,107284,59.1074194936,0.4300789211,123.4955860845,697.9359716669,23788,134.5303893707,1.8488640056,1.7907075648,2.0996483849,1.6809068989,-0.00863747,0.0104444,,11.8079249212
50683,session_1,rest_1,LEUVEN_1,14.5799098142,106339,37.1369152369,0.4280043387,153.1457448341,485.2373580246,24733,90.9571158747,1.8276662646,1.7977719505,1.9573502324,1.7349501034,-0.0138987,0.0103872,,13.0661729691
50685,session_1,rest_1,LEUVEN_1,23.6051736999,104106,57.107663439,0.4520651972,129.1493546671,690.4122241843,26966,128.2076939189,1.7535280715,1.6717561104,1.9546845651,1.650020533,-0.0106491,0.0138933,,12.0896598216
50686,session_1,rest_1,LEUVEN_1,17.775938915,108710,47.0456078944,0.4070662845,157.741216583,619.7935218519,22362,121.512691506,1.8143310745,1.7964470437,2.0410996125,1.6288113592,-0.000962023,0.00410273,,13.174312111
50687,session_1,rest_1,LEUVEN_1,24.7580608801,100929,59.9107864796,0.47358037,120.7920368033,698.5893912537,30143,139.7211095697,1.9043508476,1.793997209,2.1463783742,1.7935461759,-0.00851711,0.0115162,,11.6604944168
50688,session_1,rest_1,LEUVEN_1,17.6363318214,106011,40.4424004366,0.4422903205,123.4351844245,481.0933909217,25061,93.8861844971,1.8634215854,1.8229289864,2.0236329351,1.7540106182,-0.00490156,0.0122857,,11.8957674551
50689,session_1,rest_1,LEUVEN_1,25.6291639938,102507,61.6137709941,0.4628965651,120.5708564655,718.5688432015,28565,143.2108615557,1.8211242181,1.7495629925,2.0222511853,1.7070756542,-0.0122959,0.0191886,,11.6624714185
50690,session_1,rest_1,LEUVEN_1,20.0795289787,108158,52.9259522851,0.4104889363,157.0202767282,694.0341650963,22914,146.2586046692,2.034404822,1.9814080871,2.2796263361,1.8641218333,-0.00779258,0.0103567,,13.1133051959
50691,session_1,rest_1,LEUVEN_1,17.3340490236,103607,43.2256254573,0.4496651289,147.3386428387,555.5575674506,27465,104.3958432883,1.7937306501,1.7662193216,1.9015467098,1.7183816388,-0.00422856,0.0129969,,12.8525050031
50692,session_1,rest_1,LEUVEN_1,26.2314918619,98700,59.6426554189,0.4929050158,120.0953711973,701.8691512776,32372,131.0355613094,1.7783665141,1.7194786827,1.8978654565,1.7234621237,-0.00548184,0.0114294,,11.7679058108
50693,session_1,rest_1,LEUVEN_1,24.6979013741,105908,57.4100595965,0.4471347518,100.8898874395,615.384908961,25164,123.7869627181,1.8457912148,1.7869693696,2.0073085491,1.7531439629,-0.00784461,0.0090031,,10.7191128748
50694,session_1,rest_1,LEUVEN_1,23.5525958215,105640,59.5115335294,0.4369304055,123.5295204652,695.824860991,25432,147.5897016492,2.0747732461,2.0122268099,2.3252260933,1.9088447724,-0.0164826,0.0141446,,11.6922690397
50695,session_1,rest_1,LEUVEN_1,14.0924497229,102528,35.2049626587,0.4585206332,138.4372677568,438.1996587492,28544,83.7995637021,1.7608739512,1.6725650068,1.9700458081,1.6570115123,-0.00804766,0.013159,,12.4470990922
50696,session_1,rest_1,LEUVEN_1,21.6623580451,104637,53.5351680054,0.4431611346,135.5490075772,658.0107500383,26435,137.9346882525,1.9978311194,1.9717283119,2.1760827314,1.8584630061,-0.0114905,0.0146496,,12.2911867947
50697,session_1,rest_1,LEUVEN_1,16.5158928671,107819,41.9871442416,0.4197194003,135.7883672907,516.4642952557,23253,98.293257645,1.8848542242,1.8485030933,2.0560849477,1.7618668699,-0.01498,0.0117948,,12.3005339988
50698,session_1,rest_1,LEUVEN_1,15.9834435112,102697,41.671497164,0.4519881679,153.3990767704,541.873030155,28375,109.0806897625,1.9624811498,1.9131426695,2.1763575079,1.815263918,-0.00947549,0.0142507,,13.0034452091
50699,session_1,rest_1,LEUVEN_1,27.8407108164,103945,60.3523837871,0.4645526371,108.4274207332,678.4850834602,27127,136.3410996348,1.8443795474,1.7959637374,2.0284248702,1.7222415398,-0.0171206,0.0262606,,11.2420593999
50700,session_1,rest_1,LEUVEN_1,28.3444764226,105154,60.331723358,0.4551526916,101.4998675322,651.1283760863,25918,164.2778373437,2.1248836622,2.0793962954,2.2701982406,2.0323720594,-0.0224624,0.0489469,,10.7924710226
50701,session_1,rest_1,LEUVEN_1,19.3311405042,106776,53.1873584066,0.4223668093,146.4644989607,674.6286308104,24296,117.721236909,1.8094104658,1.7357074906,1.9693973363,1.7330103099,-0.00948766,0.00746962,,12.6840033237
50702,session_1,rest_1,LEUVEN_1,20.9995123162,99493,49.9212871896,0.4794275552,143.3376227034,634.2221127424,31579,134.5900516313,2.2063014227,2.1001575673,2.4050698819,2.1262479723,-0.00953863,0.0206595,,12.704442302
50703,session_1,rest_1,LEUVEN_1,20.9409710721,103031,51.8881123231,0.4540382852,123.6732705719,605.4118831688,28041,143.5767718346,2.0550227463,1.9830747959,2.2108001001,1.9795238201,-0.012477,0.0129448,,11.6676413164
50704,session_1,rest_1,LEUVEN_1,19.8094584637,100299,49.6380302323,0.4713921035,152.3101590717,647.1630995776,30773,127.0528273077,1.8329663839,1.7553564614,2.0402654902,1.7195340374,-0.00503566,0.015846,,13.0376466703
50705,session_1,rest_1,LEUVEN_1,17.6345498483,105870,40.6068901299,0.4441074329,116.0118745479,467.26690724,25202,94.888817421,1.8788046307,1.8141280758,2.076129189,1.7608486545,-0.00578078,0.0133102,,11.5070842841
50706,session_1,rest_1,LEUVEN_1,25.1029922235,105827,61.2936054129,0.44066209,113.720383358,692.8377264098,25245,137.1675446628,1.8393627388,1.7554107,2.0344155006,1.7425416618,-0.0135967,0.013038,,11.3035890407
50707,session_1,rest_1,LEUVEN_1,20.1243560133,107296,52.4685635186,0.4190277966,156.4677046716,691.0304485636,23776,128.5666468186,1.8333121351,1.8134684176,1.9761832868,1.7193816801,-0.00273536,0.0037161,,13.1703710226
50708,session_1,rest_1,LEUVEN_1,20.0269649699,106438,55.2957081597,0.4238235838,141.4450135301,686.2813779646,24634,134.7370095475,1.8181362743,1.8113195348,1.9589695416,1.6937792163,-0.00943895,0.00836269,,12.4111147285
50709,session_1,rest_1,LEUVEN_1,25.1116989075,104153,60.9406025212,0.4517127282,120.735741957,710.2323874508,26919,141.550591272,1.8799026346,1.7882957528,2.1267146133,1.7468554165,-0.00591445,0.0165184,,11.6545022213
50710,session_1,rest_1,LEUVEN_1,23.0587102625,105969,60.4987676483,0.4340923691,118.1963625905,690.8374096455,25103,134.710291775,1.8978122671,1.8494955115,2.0269583185,1.8233170653,-0.00730625,0.00430825,,11.4190327589
50711,session_1,rest_1,LEUVEN_1,15.8271922387,105532,41.1730559942,0.4319492844,143.967621114,517.4875534627,25540,110.8325606616,2.0034756762,1.9224757853,2.2670546368,1.8451383798,-0.0184332,0.0142843,,12.5685971315
50722,session_1,rest_1,LEUVEN_2,22.4959369851,107302,59.6236558187,0.4168924377,178.5985550307,839.1026718204,23770,145.3441900762,1.9360790063,1.8410460142,2.2133539153,1.7809595277,-0.0108603,0.00783599,,14.073318053
50723,session_1,rest_1,LEUVEN_2,21.9738751135,107644,59.5753375457,0.4139713631,168.0196315892,811.2990650998,23428,138.4236564126,1.8618204911,1.7925206988,2.1080860441,1.7078912784,-0.00990354,0.00583609,,13.6180355584
50724,session_1,rest_1,LEUVEN_2,23.8104454502,104432,60.8850144528,0.4429545978,155.2543816259,801.4841360805,26640,145.2871718611,2.0404348453,1.9801381456,2.2332171822,1.921061126,-0.00460597,0.0108349,,13.1638982644
50725,session_1,rest_1,LEUVEN_2,19.1931947146,104325,50.076308844,0.4501599532,110.2835349882,554.5527986785,26747,97.8578327132,1.8431079373,1.7767214399,2.0640618573,1.7073011194,-0.00717653,0.0116548,,11.0741548545
50726,session_1,rest_1,LEUVEN_2,27.0672571859,103793,67.3645397088,0.4558761715,112.1754896642,756.3243966056,27279,138.0124467047,1.8655320361,1.7860765687,2.1035128837,1.728072884,-0.00116459,0.00722982,,11.2273371105
50727,session_1,rest_1,LEUVEN_2,24.1382895408,109535,64.6725752522,0.4034318021,138.5417945146,797.4018738973,21537,155.8094753254,1.9906850724,1.8498348038,2.3008023743,1.8535118371,-0.0195235,0.0244344,,12.3298302377
50728,session_1,rest_1,LEUVEN_2,21.0032420074,108508,58.6397989871,0.4077033211,144.5128545975,734.5548450794,22564,145.0205708156,1.9836234109,1.9145501875,2.2295445086,1.828497282,-0.011225,0.0178993,,12.5265580334
50730,session_1,rest_1,LEUVEN_2,20.6583833748,106906,56.121991345,0.418825094,174.5353161723,777.5598490206,24166,139.8176550342,1.8316855565,1.7559798267,2.0683328635,1.6920475795,-0.010322,0.0227732,,13.8548157395
50731,session_1,rest_1,LEUVEN_2,11.0555172424,104908,29.5512176416,0.433361564,155.2507297476,383.8640242642,26164,84.7056471578,2.124043526,2.0413208513,2.4039081094,1.9528151164,-0.0103028,0.0283847,,12.9897870511
50732,session_1,rest_1,LEUVEN_2,25.1410722135,100745,63.6852287974,0.4716915791,140.4010855864,798.9321711264,30327,140.8484070577,1.8281928557,1.6639175937,2.1101966522,1.7402443776,-0.0155849,0.0204556,,12.5450153232
50733,session_1,rest_1,LEUVEN_2,19.3758453629,104782,51.9818143664,0.4444816772,113.9273444711,582.5760580965,26290,105.6557536464,1.7576983925,1.6377015704,1.9905203877,1.6658319043,-0.0120212,0.0196333,,11.2073051931
50734,session_1,rest_1,LEUVEN_2,19.9303636081,107482,51.6656607093,0.4210762829,143.153470298,651.5798361618,23590,119.7488367296,1.927856772,1.8187773827,2.2300900101,1.7665352106,-0.0109188,0.0149717,,12.6114681825
50735,session_1,rest_1,LEUVEN_2,15.1309424317,108609,42.2062249163,0.4026135236,182.5535763374,596.3324651538,22463,106.4458754827,1.7965575047,1.7336846961,2.0091525064,1.664716786,-0.0101872,0.00983487,,14.1290169006
50736,session_1,rest_1,LEUVEN_2,24.7804327201,110386,68.6866393707,0.3955187332,134.3451739226,831.5036647033,20686,157.3416788998,1.9018185005,1.8169282831,2.1128583011,1.7918362816,-0.0136515,0.0106678,,12.1057555344
50737,session_1,rest_1,LEUVEN_2,18.4058626179,103653,48.1273573275,0.4455191688,167.2962346064,655.0017189484,27419,122.7978216835,1.9487354193,1.84292078,2.2234316678,1.8060467224,-0.00945885,0.0212068,,13.6097586761
50738,session_1,rest_1,LEUVEN_2,20.9471519636,104609,58.5371740705,0.4334838036,177.6782825746,815.4492594355,26463,147.5469905192,1.9929945946,1.9020773947,2.2105922951,1.8827041023,-0.00503234,0.0129344,,13.9304514163
50739,session_1,rest_1,LEUVEN_2,18.7388698405,102531,45.1564757669,0.4585554566,159.2101682635,606.8416175782,28541,110.7538276924,1.895403792,1.8410039116,2.0765746508,1.781161226,-0.00112994,0.012913,,13.4386399132
50740,session_1,rest_1,LEUVEN_2,23.5907676109,104952,64.5505789016,0.4356399363,149.12624755,825.1071726625,26120,153.3081493562,1.8995912602,1.7854716575,2.1516565461,1.7842457984,-0.0120502,0.023244,,12.7823357544
50741,session_1,rest_1,LEUVEN_2,22.6148212943,105284,63.7131675106,0.4348431756,128.3648198091,754.0695147243,25788,134.3364734153,1.8271688568,1.7330025454,2.0783730809,1.6936095962,-0.0108862,0.0174052,,11.83537947
50742,session_1,rest_1,LEUVEN_2,25.9028350701,104583,60.6355187882,0.45042864,131.3916074108,742.8762629438,26489,139.0452731821,1.9054337159,1.8367936514,2.0940004984,1.7986446442,-0.00259976,0.0138121,,12.2515033728
50743,session_1,rest_1,LEUVEN_2,11.3505677675,107364,30.5229035404,0.4124128367,188.9866240495,438.7524734215,23708,88.8309555296,1.9358849916,1.8402047483,2.1578362224,1.8270639157,-0.0134881,0.0177865,,14.374532647
50744,session_1,rest_1,LEUVEN_2,17.9991146276,108266,49.6714098331,0.4083871704,159.211981772,654.3310877717,22806,127.0708730483,2.0197900084,1.9368311159,2.3196159489,1.8340441255,-0.0104526,0.0217183,,13.1731933917
50745,session_1,rest_1,LEUVEN_2,20.3056999524,106348,58.8297820161,0.4177997349,181.528652249,824.0466709202,24724,154.8204048537,1.9018743964,1.8583962201,2.1181416808,1.74763875,-0.00699619,0.0101207,,14.0073045094
50746,session_1,rest_1,LEUVEN_2,24.7568551274,107744,61.9876544325,0.4308182533,96.92846297,644.6037353949,23328,127.6467684698,1.9245143192,1.7957609783,2.1716636791,1.8277693463,-0.0151937,0.0136346,,10.3989050932
50747,session_1,rest_1,LEUVEN_2,25.3291200596,105129,62.1615300303,0.4426146618,133.1600945935,761.8933348989,25943,139.3467085945,1.8858149054,1.811323898,2.0860988423,1.7748659521,-0.00947578,0.0125078,,12.2566695918
50748,session_1,rest_1,LEUVEN_2,18.8346275747,106466,54.2305036825,0.4182898951,173.2996268947,743.0410408869,24606,137.6402077802,1.9730659843,1.9130661677,2.1929406418,1.8309130457,-0.00656587,0.0115317,,13.7015330936
50749,session_1,rest_1,LEUVEN_2,24.6530949699,106564,63.4458724236,0.4283424148,148.9100090669,817.5405224681,24508,146.5728508596,1.890375462,1.827235677,2.1128086381,1.7498020859,-0.00993065,0.023469,,12.8856376505
50750,session_1,rest_1,LEUVEN_2,23.6385329694,105683,59.4845583827,0.4377992452,133.9149162539,727.3875364378,25389,139.6861412882,1.8946030692,1.8294791604,2.1580842869,1.7225007187,-0.00295781,0.0184752,,12.2281741046
50751,session_1,rest_1,LEUVEN_2,15.8261368963,108148,39.2676762537,0.413145044,187.682681439,570.119596561,22924,106.4723277368,1.9455259673,1.8518290572,2.1261019176,1.8703637263,-0.0117492,0.012289,,14.5188014915
50752,session_1,rest_1,LEUVEN_2,15.0292459631,106578,42.2866530459,0.4166362553,190.2564259576,607.5734661615,24494,118.351955406,2.0895341333,2.0083550032,2.3590816147,1.9255952295,-0.00849808,0.0197717,,14.3679724546
50753,session_1,rest_1,LEUVEN_2,16.6795205856,105296,41.9469778067,0.436256056,154.8079565709,550.7250352461,25776,110.1060172261,2.0120259261,1.957492859,2.2714493536,1.8318839081,-0.00905802,0.0134024,,13.1290754195
50754,session_1,rest_1,LEUVEN_2,16.593047,103956,46.1452222916,0.4407527683,150.0027222879,590.0410806185,27116,111.9164857876,1.9302277849,1.8237144731,2.2043000895,1.7889514337,-0.0126465,0.0182397,,12.7866125964
50755,session_1,rest_1,LEUVEN_2,20.5095970005,106447,57.5397794147,0.4189849612,180.8322004196,807.5052686301,24625,150.3013006739,2.0880460305,2.0367022403,2.28376267,1.9572276167,-0.00759143,0.0122962,,14.0338610409
50756,session_1,rest_1,LEUVEN_2,21.9402270786,104372,56.5730802846,0.4457748647,126.1233248066,668.5960811504,26700,131.4757302654,1.8602789377,1.8209505643,2.159821005,1.6368844513,-0.000737234,0.0226931,,11.8182725386
50757,session_1,rest_1,LEUVEN_2,17.7537272253,108036,50.3174818407,0.4102363021,151.4665894084,645.255862521,23036,121.6956818639,1.9406603096,1.8342702256,2.2164576291,1.7977314285,-0.0101631,0.0204017,,12.823691467
50772,session_1,rest_1,KKI,23.4531809107,361299,61.3888646599,0.3958180386,159.021072041,781.3497791924,71853,275.1534079051,2.6832655017,2.5938688397,2.9362283805,2.53661,-0.0141324,0.0170418,,12.7278747297
50773,session_1,rest_1,KKI,18.6324773373,365005,52.5620736481,0.38104833,213.7577487904,779.8615167309,68147,235.894581121,2.6970455319,2.562202174,2.951322013,2.59439,-0.0145058,0.0129778,,14.8369625208
50774,session_1,rest_1,KKI,20.1751922315,363943,55.6117631875,0.3853716135,195.3345006101,788.048987257,69209,248.7380567173,2.6910291527,2.5351871935,2.9559849343,2.6004166667,-0.0155487,0.0127725,,14.1705449007
50775,session_1,rest_1,KKI,24.8666546511,359111,63.3684404566,0.3979720491,204.3334194236,923.3671883324,74041,305.5051343215,2.8088349014,2.604239626,3.1273107721,2.7209933333,-0.0176555,0.0142016,,14.5714046563
50776,session_1,rest_1,KKI,19.6160765374,371724,55.9286311015,0.366971921,192.7961277964,786.8080591946,61428,239.921877427,2.6141383853,2.4772733375,2.8752695808,2.50803,-0.0194658,0.0154865,,14.068072894
50777,session_1,rest_1,KKI,19.6649836516,359001,53.3844158491,0.3946015846,236.715759284,837.5351937187,74151,252.6659023451,2.8308649367,2.6392208984,3.0697602119,2.8001233333,-0.00845944,0.00786914,,15.688758234
50778,session_1,rest_1,KKI,19.9719203109,375523,51.7072099251,0.3599836197,218.5124334892,781.274903003,57629,245.4719382378,2.7305319061,2.6628201486,2.9696703271,2.5744933333,-0.020589,0.00811706,,15.1095931135
50779,session_1,rest_1,KKI,16.1724458447,374060,47.8020765034,0.3523464629,289.9266370652,826.4158489312,59092,233.5187857212,2.5061389744,2.4203519908,2.6986815708,2.40982,-0.0120172,0.00673861,,17.2882834676
50780,session_1,rest_1,KKI,19.6132845201,368162,61.2123558398,0.3709383655,194.262916669,858.1505432898,64990,255.7782988473,2.6242473434,2.5159812015,2.8506890571,2.51975,-0.0152275,0.0126336,,14.0192373176
50781,session_1,rest_1,KKI,26.5192151094,366518,64.0958736007,0.3858614134,215.0658567994,969.9043607112,66634,305.579231524,2.7056630044,2.5692770801,2.9007489808,2.65766,-0.00924721,0.00559778,,15.1320873907
50782,session_1,rest_1,KKI,19.2742820632,370939,58.535190826,0.3653810789,203.905934725,846.3076506382,62213,239.891635409,2.6697268471,2.5886853193,2.8676328769,2.5632966667,-0.0161875,0.0102948,,14.4581001393
50783,session_1,rest_1,KKI,19.7798655172,375949,54.88481072,0.3589357103,196.8966368816,782.6332134346,57203,238.0741943682,2.7240868148,2.5693370052,3.0403482277,2.5877233333,-0.0163229,0.0162217,,14.2595593055
50784,session_1,rest_1,KKI,18.6590793342,374433,52.4337389497,0.3534035469,264.2618736176,863.9304803189,58719,267.0261242972,2.8858049266,2.7577042873,3.1229736935,2.7905197782,-0.0199384,0.0105513,,16.4766140585
50785,session_1,rest_1,KKI,17.1083049125,364522,48.8553087006,0.3760211146,285.4932536852,837.5556873096,68630,250.3754007937,2.7834292091,2.6616928078,3.019591674,2.6830866667,-0.0130261,0.00604729,,17.1435962557
50786,session_1,rest_1,KKI,18.8876082764,367765,58.1106843688,0.3707845974,191.057004988,803.6853459371,65387,258.3709553265,2.7375029802,2.587528016,2.9817339972,2.6589433333,-0.0154151,0.0109035,,13.8302509197
50787,session_1,rest_1,KKI,19.7369087774,367393,54.7768318722,0.3750196786,222.2027917277,828.2109958474,65759,258.1367690012,2.5823452436,2.5412808263,2.7388913075,2.47409,-0.0103459,0.00153516,,15.1197316007
50788,session_1,rest_1,KKI,21.3887761681,367525,58.9634719472,0.3796566147,186.8182911928,819.3688438925,65627,251.007248394,2.6399079425,2.4834943111,2.8962770708,2.5577766667,-0.0155557,0.0153289,,13.8962109393
50789,session_1,rest_1,KKI,21.1684215986,360020,63.557028422,0.3921168298,173.4707391002,840.2153760455,73132,268.0358303354,2.7461024396,2.6062096634,3.0002620866,2.6483933333,-0.0158392,0.0179936,,13.2198656373
50790,session_1,rest_1,KKI,23.0152132333,377951,62.4750595565,0.3580368817,167.1358876784,818.744154054,55201,264.407318009,2.5577249229,2.4822358841,2.7890336282,2.4169333333,-0.021484,0.0133889,,13.1051360313
50791,session_1,rest_1,KKI,21.0789952745,358346,53.5066950297,0.4003790338,229.2602213685,831.7861067294,74806,255.6639137096,2.7701211224,2.6784343804,2.9539362452,2.6866666667,-0.0105006,0.0115504,,15.5454584939
50792,session_1,rest_1,KKI,23.6500634637,364726,60.2421188014,0.3913359853,176.8458606608,822.440061161,68426,252.2753509277,2.8259905888,2.6670111597,3.0724718223,2.75422,-0.0187243,0.0161101,,13.652243273
50793,session_1,rest_1,KKI,19.2021683887,372784,53.8778323049,0.3589525448,261.9204129271,887.3460273085,60368,261.6644626913,2.6386470247,2.559790189,2.8321722037,2.5340733333,-0.0164531,0.0092353,,16.4695940677
50794,session_1,rest_1,KKI,21.9810374759,371671,60.2961673066,0.3691923834,190.1527442126,844.9273875008,61481,261.6404879085,2.6999240271,2.6287639698,2.9265280063,2.55829,-0.0179959,0.0167229,,14.0129534802
50795,session_1,rest_1,KKI,19.3952190893,364287,58.1985584182,0.3765576165,234.2038812793,895.2324811448,68865,281.1050960661,2.7081560191,2.5537302641,2.9138950478,2.6691466667,-0.0132305,0.00760788,,15.3823824073
50796,session_1,rest_1,KKI,18.3730336893,374492,53.5039243758,0.3562111288,218.7505242142,800.398583173,58660,242.0849655362,2.5327803662,2.4076890698,2.8164568484,2.39601,-0.0181232,0.013332,,14.9596238502
50797,session_1,rest_1,KKI,21.7403966054,366557,54.2730120003,0.3839716382,192.3413324268,768.0617768563,66595,258.3387093858,2.8689050254,2.7694119059,3.0581909238,2.78802,-0.0242661,0.0179367,,14.1518177921
50798,session_1,rest_1,KKI,22.9997371155,359743,55.0451270944,0.4040021296,186.2235282965,774.2022217443,73409,250.0266754429,2.8796444425,2.7797527296,3.028453097,2.8365466667,-0.0111864,0.0104865,,14.0648639146
50799,session_1,rest_1,KKI,24.4607737276,367868,57.3896805387,0.3953398142,144.1183957013,711.1699623236,65284,233.5969504434,2.805624965,2.6338126588,3.0282246326,2.76895,-0.0133317,0.0120959,,12.3919484418
50800,session_1,rest_1,KKI,30.019336506,346495,63.2651151187,0.4410093587,150.2016102461,808.7188928796,86657,286.2158875023,2.9666621811,2.795127261,3.2010598336,2.91816,-0.00708774,0.0232599,,12.7830146418
50801,session_1,rest_1,KKI,19.1937463661,368561,62.5206997505,0.3712405569,164.7705216302,804.3102712531,64591,239.1921050949,2.6527152647,2.5206516134,2.8612920531,2.5881933333,-0.0201094,0.0198757,,12.8647036016
50802,session_1,rest_1,KKI,17.2292865269,367326,46.9638163913,0.3747731067,258.9019407077,773.7145291039,65826,220.5356129336,2.6345832668,2.5515317623,2.8609624651,2.50509,-0.011969,0.00388839,,16.474694532
50803,session_1,rest_1,KKI,19.9399433854,364758,58.7162431967,0.3809801633,199.540573871,838.0637400104,68394,253.097558581,2.6829304578,2.5611047957,2.9525954212,2.5538633333,-0.0112041,0.00824628,,14.2731158259
50804,session_1,rest_1,KKI,20.45319094,360061,53.108193649,0.3871049055,326.6883839372,979.6333018566,73091,311.1511301485,2.7476371567,2.5722283909,2.9921909257,2.6951233333,-0.0167409,0.0179959,,18.445991749
50805,session_1,rest_1,KKI,18.1180381393,366326,52.7057050744,0.3758282186,227.1282737118,803.4631914769,66826,242.8348195118,2.7822871778,2.6262433706,3.0047677044,2.7293566667,-0.0115648,0.0121873,,15.2443305775
50806,session_1,rest_1,KKI,21.8268173559,370756,60.5576200698,0.3672764561,231.5427800543,938.2284144716,62396,279.3073781306,2.7300239363,2.5911047949,3.0172508501,2.6025733333,-0.0117641,0.0116749,,15.4931520326
50807,session_1,rest_1,KKI,23.5228780436,366931,58.3204757307,0.3882186379,171.521332919,783.3838153149,66221,253.0852809783,2.7429825687,2.6092508618,2.9402059085,2.6901466667,-0.0122617,0.0051687,,13.4323975499
50808,session_1,rest_1,KKI,18.1217032022,366326,52.7046604669,0.3758412517,227.1276632062,803.463194655,66826,242.834841132,2.7822907804,2.626247116,3.0047677044,2.72936,-0.0115654,0.0121844,,15.2446327808
50809,session_1,rest_1,KKI,21.066541067,364530,58.6721082871,0.380103571,213.5489124393,863.7399609735,68622,288.1604003755,2.924543924,2.8151909308,3.1047789375,2.8617833333,-0.0142005,0.011866,,14.721474755
50810,session_1,rest_1,KKI,22.7398783135,365657,60.7092070809,0.3888442567,158.7079323228,780.1607547024,67495,240.50447533,2.6126036682,2.512561726,2.8573557236,2.48393,-0.0190768,0.0114258,,12.8507814912
50811,session_1,rest_1,KKI,21.7391459194,355739,56.1419919068,0.4051620782,191.6631763748,787.7708145046,77413,270.918633726,2.6248958154,2.5048313891,2.8269699567,2.5540933333,-0.0130689,0.0132651,,14.0317574733
50812,session_1,rest_1,KKI,17.1471458305,372376,57.0974181719,0.3544256758,216.0846084303,837.8557818001,60776,255.4109839489,2.6487631881,2.5313931861,2.9034942991,2.5284233333,-0.0185111,0.0149378,,14.6741447972
50813,session_1,rest_1,KKI,19.3281338819,375427,61.2673903544,0.3550904226,176.6698723038,819.0024752751,57725,240.3208575217,2.5379501292,2.4254306423,2.7809062876,2.4236766667,-0.0200343,0.0090877,,13.3676735787
50814,session_1,rest_1,KKI,22.8467101175,360330,60.4895730233,0.3903041101,236.6903387656,943.2632721253,72822,314.317365637,2.8479341611,2.7080373758,3.0994493496,2.7520133333,-0.0141729,0.0165352,,15.5938160079
50815,session_1,rest_1,KKI,22.7681021654,364373,67.8142102222,0.3891840326,123.2525749885,752.0448846956,68779,254.2342131139,2.8420618868,2.6555355046,3.1537864267,2.7410433333,-0.0158604,0.0278396,,11.0897831329
50816,session_1,rest_1,KKI,21.9532636015,371118,55.7055275056,0.3779663378,187.2027370252,785.4674640369,62034,230.8280991098,2.5790668573,2.4476778327,2.8119699571,2.4924333333,-0.0176516,0.0105667,,14.1003505255
50817,session_1,rest_1,KKI,22.476128408,364986,55.1325047191,0.3891380451,202.6425843661,807.6755083638,68166,255.2269811802,2.6995961885,2.5782770799,2.8804718278,2.64913,-0.0166431,0.0105348,,14.6497154896
