subject,session,scan,dvars,gcor,mean_fd,num_fd,outlier,perc_fd,quality,site
50554,session_1,rest_1,0.9999460097,0.5332931873,0.0399371313,0,0.0092823,0,0.0055452311,YALE
50555,session_1,rest_1,1.2051288334,0.5215936382,0.0480979704,0,0.01348895,0,0.0022254185,YALE
50556,session_1,rest_1,0.9826604721,0.552896892,0.0480391168,0,0.0116293,0,0.0031858403,YALE
50557,session_1,rest_1,1.0360618284,0.5394559269,0.1063706372,2,0.02234405,0.9950248756,0.0072895922,YALE
50558,session_1,rest_1,1.3352143221,0.6404455935,0.071496545,0,0.0139996,0,0.0040521617,YALE
50559,session_1,rest_1,1.1652018852,0.3508417413,0.196663453,2,0.02063265,0.9950248756,0.0071768282,YALE
50560,session_1,rest_1,1.3523024819,0.5261430639,0.0862808196,3,0.01927935,1.4925373134,0.0034286437,YALE
50561,session_1,rest_1,0.9606053461,0.5120483201,0.0808278749,0,0.0129507,0,0.0058481114,YALE
50562,session_1,rest_1,1.162290661,0.4471166556,0.1914547145,4,0.02991885,1.9900497512,0.0107911789,YALE
50563,session_1,rest_1,0.9369177488,0.3753417656,0.14038707,0,0.01088455,0,0.0084576863,YALE
50564,session_1,rest_1,1.3656954949,0.5329056559,0.0890012658,0,0.01142065,0,0.0047612976,YALE
50565,session_1,rest_1,1.3552471555,0.3708531617,0.2603692894,9,0.033654,4.4776119403,0.0081306129,YALE
50566,session_1,rest_1,1.170934507,0.571985462,0.0463245375,0,0.01093865,0,0.0023317972,YALE
50567,session_1,rest_1,1.235537186,0.5175199272,0.0800885234,0,0.0151032,0,0.0032499135,YALE
50568,session_1,rest_1,1.1491254841,0.5569088673,0.0432779547,0,0.0111496,0,0.0035888656,YALE
50569,session_1,rest_1,1.0700320578,0.5559357964,0.0494370267,0,0.0120655,0,0.0033317666,YALE
50570,session_1,rest_1,1.07550935,0.5208003878,0.0379394229,0,0.0104018,0,0.0025743981,YALE
50571,session_1,rest_1,0.9621071197,0.4398298472,0.1342373445,1,0.01031225,0.4975124378,0.0075914098,YALE
50572,session_1,rest_1,1.2245130758,0.5622641981,0.0526526435,0,0.01280405,0,0.0022708668,YALE
50573,session_1,rest_1,1.0746034551,0.4400232349,0.0884449242,1,0.0264125,0.4975124378,0.0047743818,YALE
50574,session_1,rest_1,0.8767058289,0.4278157845,0.0674028787,0,0.01528545,0,0.0049742013,YALE
50575,session_1,rest_1,1.1688749798,0.4702825316,0.0804537174,1,0.01935685,0.4975124378,0.0032984366,YALE
50576,session_1,rest_1,1.2828125196,0.5979560504,0.0535493884,0,0.0116492,0,0.0017470056,YALE
50577,session_1,rest_1,1.1592674062,0.5180226374,0.103317241,0,0.00962845,0,0.003980055,YALE
50578,session_1,rest_1,0.9103993599,0.4317473539,0.2073431776,5,0.01704785,2.4875621891,0.0154803215,YALE
50601,session_1,rest_1,1.2158623874,0.4190552091,0.1318088611,0,0.01385975,0,0.0074623893,YALE
50602,session_1,rest_1,0.9103993599,0.4317473539,0.2073431776,5,0.01704785,2.4875621891,0.0154803215,YALE
50603,session_1,rest_1,1.3295461484,0.5505419427,0.0616755671,0,0.0243259,0,0.0034553607,YALE
50604,session_1,rest_1,1.0854536138,0.6154677794,0.0662740888,0,0.01105735,0,0.0038428541,YALE
50605,session_1,rest_1,0.9489792338,0.5528474817,0.0473405528,0,0.01099615,0,0.0051028016,YALE
50606,session_1,rest_1,1.1682130578,0.5894568169,0.0533270261,0,0.01073845,0,0.0044999705,YALE
50607,session_1,rest_1,1.1924933002,0.0555786331,0.0835456866,0,0.00303635,0,0.002608178,YALE
50608,session_1,rest_1,1.2139642873,0.4876676976,0.2181858776,5,0.0193376,2.4875621891,0.0080486953,YALE
50609,session_1,rest_1,1.2679022399,0.4526440207,0.1275945616,0,0.01307395,0,0.0050875684,YALE
50610,session_1,rest_1,1.2351409278,0.5003722009,0.1215849763,1,0.0152102,0.4975124378,0.0041238853,YALE
50611,session_1,rest_1,0.9637250434,0.4973213442,0.0848617287,0,0.01010355,0,0.0035781952,YALE
50612,session_1,rest_1,1.1890862902,0.5524511949,0.0817681508,0,0.01235425,0,0.003074979,YALE
50613,session_1,rest_1,1.1460950276,0.5692034402,0.0542915287,0,0.01115055,0,0.0031325451,YALE
50614,session_1,rest_1,1.099433723,0.487571699,0.0958783721,0,0.01060305,0,0.0039071729,YALE
50615,session_1,rest_1,0.9977295126,0.3026672522,0.371673835,15,0.0229438,7.4626865672,0.0144395512,YALE
50616,session_1,rest_1,1.2327498772,0.4706865987,0.1329397552,0,0.0152272,0,0.0030584116,YALE
50617,session_1,rest_1,1.0183608973,0.5113127135,0.0885161536,1,0.01361495,0.4975124378,0.0039584429,YALE
50618,session_1,rest_1,1.0518115681,0.2876384606,0.3849220445,15,0.03160345,7.4626865672,0.0145208975,YALE
50619,session_1,rest_1,1.0111792277,0.4785873483,0.0925469737,0,0.01462005,0,0.0041505654,YALE
50620,session_1,rest_1,1.0998597832,0.5393848577,0.1210282183,0,0.01150055,0,0.0029451056,YALE
50621,session_1,rest_1,0.8516441123,0.4687406531,0.0844469983,0,0.0101365,0,0.0053232136,YALE
50622,session_1,rest_1,1.016328408,0.3416796166,0.2611601574,3,0.01810215,1.4925373134,0.0067428255,YALE
50623,session_1,rest_1,0.8876078039,0.4212798949,0.0344408031,0,0.01103805,0,0.005825542,YALE
50624,session_1,rest_1,1.2753900289,0.5280882631,0.1947619549,0,0.0107929,0,0.003406516,YALE
50625,session_1,rest_1,1.3268839955,0.6450938901,0.0305591897,0,0.0112324,0,0.0027121622,YALE
50626,session_1,rest_1,1.069892208,0.3765609091,0.1829297784,8,0.03159565,3.9800995025,0.0080135932,YALE
50627,session_1,rest_1,1.1337740536,0.5443010886,0.0784297766,0,0.0108172,0,0.0023839054,YALE
50628,session_1,rest_1,1.1393581897,0.5308815085,0.0636405678,0,0.0110163,0,0.0033364197,YALE
50642,session_1,rest_1,1.287511797,0.0219637264,0.387846805,15,0.0086929583,6.22406639,0.0125823686,CMU
50643,session_1,rest_1,1.1523442846,0.0228319447,0.2963825629,3,0.0009612188,0.9345794393,0.0275453261,CMU
50644,session_1,rest_1,1.0533322906,0.0169895982,0.2322878428,0,0.0018264063,0,0.0187398571,CMU
50645,session_1,rest_1,0.9864753049,0.0171361128,0.3112805094,9,0.0100569375,2.8037383178,0.0838321978,CMU
50646,session_1,rest_1,1.3468918984,0.0465696212,0.4202970135,24,0.003006125,9.9585062241,0.0090299245,CMU
50647,session_1,rest_1,1.4061584794,0.0383646869,0.2392778821,2,0.0011241262,0.9661835749,0.0068608043,CMU
50648,session_1,rest_1,1.3340025872,0.0629639024,0.2174664282,1,0.0006828438,0.3115264798,0.010348427,CMU
50649,session_1,rest_1,1.1668118576,0.0239465584,0.1312002198,0,0.0004679583,0,0.0067412633,CMU
50650,session_1,rest_1,0.9034784594,0.0435637208,0.7316517195,65,0.0055642813,20.2492211838,0.0986142022,CMU
50651,session_1,rest_1,1.1924187631,0.0321397158,0.1988302352,0,0.0006390313,0,0.0147451111,CMU
50652,session_1,rest_1,1.1520003876,0.0172433808,0.2093496567,2,0.0044556562,0.6230529595,0.0320453111,CMU
50653,session_1,rest_1,1.1563197553,0.0312002115,0.1877094443,1,0.0011465833,0.4149377593,0.0077304815,CMU
50654,session_1,rest_1,1.2606246634,0.0604209641,0.2596461713,8,0.0071636667,3.3195020747,0.0139773645,CMU
50655,session_1,rest_1,1.2462644368,0.0224894857,0.353174124,11,0.0062700313,3.4267912773,0.0278597691,CMU
50656,session_1,rest_1,1.3665096678,0.0523331785,0.2912177307,10,0.0276941667,4.1493775934,0.0195892162,CMU
50657,session_1,rest_1,1.1848477048,0.0094233888,0.1617063722,0,0.00107675,0,0.0145167556,CMU
50658,session_1,rest_1,1.1632897431,0.0138622863,0.2165577162,0,0.0004298438,0,0.0105322453,CMU
50659,session_1,rest_1,1.25716711,0.0268582678,0.2704468541,1,0.0026085,0.4149377593,0.0126406292,CMU
50660,session_1,rest_1,1.1855323965,0.0922248911,0.444152435,15,0.000558875,6.22406639,0.0082509258,CMU
50661,session_1,rest_1,1.2038203226,0.0184349682,0.2713716788,0,0.0020807188,0,0.012548192,CMU
50663,session_1,rest_1,1.2829285727,0.0136010358,0.3999170731,8,0.0017472917,3.3195020747,0.0098791285,CMU
50664,session_1,rest_1,1.1422544498,0.0142246157,0.2678760593,8,0.0022190833,3.3195020747,0.0110256915,CMU
50665,session_1,rest_1,1.2735982242,0.0507002971,0.3844534523,8,0.0021602083,3.3195020747,0.0133057995,CMU
50666,session_1,rest_1,1.3186919757,0.0058114157,0.2594095167,4,0.0046677083,1.6597510373,0.0218074552,CMU
50667,session_1,rest_1,1.136510139,0.0196103751,0.3083447186,0,0.0004345,0,0.0121449224,CMU
50668,session_1,rest_1,1.2609449901,0.0369586094,0.3839303592,7,0.0058727083,2.9045643154,0.0171306942,CMU
50669,session_1,rest_1,1.172319707,0.0500685604,0.1143354546,0,0.0004729062,0,0.0059663151,CMU
50682,session_1,rest_1,1.199873124,0.0342729744,0.0952601276,0,0.00347608,0,0.0165677468,LEUVEN_1
50683,session_1,rest_1,1.3990290892,0.0328090986,0.0890810086,0,0.00120848,0,0.0128077689,LEUVEN_1
50685,session_1,rest_1,1.1999988294,0.0610488749,0.1237963285,0,0.00841176,0,0.0097898336,LEUVEN_1
50686,session_1,rest_1,1.2189962626,0.0198947392,0.0727452684,0,0.00138684,0,0.0061382518,LEUVEN_1
50687,session_1,rest_1,1.2097101858,0.022497117,0.0677983939,0,0.0015626,0,0.009840774,LEUVEN_1
50688,session_1,rest_1,1.4660218966,0.0482191287,0.05820904,0,0.0004994,0,0.0054336876,LEUVEN_1
50689,session_1,rest_1,1.1114931646,0.0360269251,0.039472582,0,0.00052452,0,0.0037713833,LEUVEN_1
50690,session_1,rest_1,1.2451384736,0.0605514099,0.0831633456,0,0.00103468,0,0.007942671,LEUVEN_1
50691,session_1,rest_1,1.2796598604,0.0307336639,0.0752486006,0,0.00481172,0,0.0083335309,LEUVEN_1
50692,session_1,rest_1,1.169641108,0.0157672629,0.0371360037,0,0.00038784,0,0.0039346339,LEUVEN_1
50693,session_1,rest_1,1.2957218646,0.0306344369,0.0474657646,0,0.0011244,0,0.0070796312,LEUVEN_1
50694,session_1,rest_1,1.2702062184,0.0230817601,0.0888943872,0,0.0022828,0,0.0075910434,LEUVEN_1
50695,session_1,rest_1,1.5711005613,0.0363412555,0.1011241444,0,0.00067976,0,0.0069361708,LEUVEN_1
50696,session_1,rest_1,1.2649893271,0.0239698354,0.0558431333,0,0.00068972,0,0.0075233527,LEUVEN_1
50697,session_1,rest_1,1.2868552737,0.0802046931,0.0865652528,0,0.00088936,0,0.0134510108,LEUVEN_1
50698,session_1,rest_1,1.1662312037,0.0275324877,0.077843815,0,0.00281196,0,0.0103156281,LEUVEN_1
50699,session_1,rest_1,1.2319122603,0.0824596006,0.0532259458,0,0.00462744,0,0.0097030705,LEUVEN_1
50700,session_1,rest_1,0.9316640606,0.217457549,0.1838859197,5,0.03396856,1.9920318725,0.0259456255,LEUVEN_1
50701,session_1,rest_1,1.1581664225,0.0533466177,0.1468553423,0,0.0006396,0,0.0260621204,LEUVEN_1
50702,session_1,rest_1,1.1962141919,0.0273765687,0.067988549,0,0.00048716,0,0.0062950387,LEUVEN_1
50703,session_1,rest_1,1.1954826596,0.0109628691,0.1095218541,0,0.00125176,0,0.0049478631,LEUVEN_1
50704,session_1,rest_1,1.1753545121,0.0451767772,0.0399983116,0,0.00032524,0,0.0042790542,LEUVEN_1
50705,session_1,rest_1,1.3427466023,0.0557210596,0.0816523218,0,0.00112444,0,0.0063075031,LEUVEN_1
50706,session_1,rest_1,1.1274057737,0.0465929703,0.0625779262,0,0.00107848,0,0.0053399402,LEUVEN_1
50707,session_1,rest_1,1.1239427686,0.0462130019,0.0715797321,0,0.00116824,0,0.0119411957,LEUVEN_1
50708,session_1,rest_1,1.5083219058,0.0454644838,0.0453221703,0,0.00030516,0,0.0040061452,LEUVEN_1
50709,session_1,rest_1,1.3910005055,0.0628375241,0.0793164853,0,0.00134996,0,0.0072452728,LEUVEN_1
50710,session_1,rest_1,1.4152842235,0.0358692264,0.0609834322,0,0.00053744,0,0.004242325,LEUVEN_1
50711,session_1,rest_1,1.4301373323,0.0401083873,0.0776525812,0,0.0005428,0,0.0033253125,LEUVEN_1
50722,session_1,rest_1,1.137169298,0.035980208,0.0648334112,0,0.00046608,0,0.0063413754,LEUVEN_2
50723,session_1,rest_1,1.1273269284,0.0340125864,0.0887715372,0,0.00231372,0,0.0145095808,LEUVEN_2
50724,session_1,rest_1,1.0762725696,0.0300417711,0.0668904969,0,0.00047276,0,0.0050121073,LEUVEN_2
50725,session_1,rest_1,1.3615839073,0.0343500438,0.0938613925,0,0.00144736,0,0.0166280623,LEUVEN_2
50726,session_1,rest_1,1.4994806735,0.0671745123,0.0892125397,0,0.002271,0,0.0058678167,LEUVEN_2
50727,session_1,rest_1,0.8861453654,0.0313829232,0.124021678,0,0.0086574,0,0.03830324,LEUVEN_2
50728,session_1,rest_1,1.4183853607,0.11610963,0.0832708672,0,0.00297484,0,0.0060369745,LEUVEN_2
50730,session_1,rest_1,1.0806298741,0.032952366,0.099686607,0,0.00213788,0,0.0116671892,LEUVEN_2
50731,session_1,rest_1,1.4597095151,0.0187062087,0.0700152781,0,0.00217996,0,0.0064580474,LEUVEN_2
50732,session_1,rest_1,1.1705013874,0.0504147833,0.080553826,0,0.00160424,0,0.00915083,LEUVEN_2
50733,session_1,rest_1,1.4225514279,0.032474516,0.1069971558,0,0.00036504,0,0.00506456,LEUVEN_2
50734,session_1,rest_1,1.5489681246,0.114431918,0.0684157659,0,0.00077636,0,0.0064668494,LEUVEN_2
50735,session_1,rest_1,1.3181357267,0.0342800557,0.0474218407,0,0.00064844,0,0.0062247485,LEUVEN_2
50736,session_1,rest_1,1.2177939849,0.036330607,0.0701335575,0,0.00058988,0,0.0079455668,LEUVEN_2
50737,session_1,rest_1,1.3237855935,0.0440021844,0.1598351998,0,0.00338584,0,0.0106794683,LEUVEN_2
50738,session_1,rest_1,1.0635064434,0.0247008869,0.0792104012,0,0.0017818,0,0.0110093903,LEUVEN_2
50739,session_1,rest_1,1.2145512798,0.027494671,0.0616039583,0,0.0008958,0,0.012272919,LEUVEN_2
50740,session_1,rest_1,1.3629766664,0.0289267504,0.0998122983,0,0.00077172,0,0.0081833427,LEUVEN_2
50741,session_1,rest_1,1.2366058319,0.0320111382,0.0733344721,0,0.00047352,0,0.0052246507,LEUVEN_2
50742,session_1,rest_1,1.256312966,0.0693531198,0.1301244752,0,0.00103436,0,0.0092608364,LEUVEN_2
50743,session_1,rest_1,1.2990657684,0.0538109018,0.0815119274,0,0.00146916,0,0.005902419,LEUVEN_2
50744,session_1,rest_1,0.9693729241,0.0432662925,0.2657862012,9,0.00234216,3.5856573705,0.0199536992,LEUVEN_2
50745,session_1,rest_1,1.3232646112,0.0330051778,0.0597750758,0,0.00055184,0,0.0061932506,LEUVEN_2
50746,session_1,rest_1,1.3809754455,0.0489284197,0.0900871644,1,0.00144204,0.3984063745,0.0068596325,LEUVEN_2
50747,session_1,rest_1,1.262178921,0.0519460611,0.1635707589,7,0.01285172,2.7888446215,0.0121299152,LEUVEN_2
50748,session_1,rest_1,1.2719436278,0.0448576716,0.0793375091,0,0.00164024,0,0.0044024501,LEUVEN_2
50749,session_1,rest_1,1.20067422,0.0095092358,0.1119483799,0,0.00612764,0,0.0073725491,LEUVEN_2
50750,session_1,rest_1,1.1166749235,0.0107575262,0.2356768606,6,0.00482604,2.390438247,0.0177590456,LEUVEN_2
50751,session_1,rest_1,1.3014385451,0.0310203637,0.1860213846,0,0.00166852,0,0.0133199157,LEUVEN_2
50752,session_1,rest_1,1.1924962448,0.0105047185,0.0891565145,0,0.0015222,0,0.0085309988,LEUVEN_2
50753,session_1,rest_1,1.1165385625,0.047915055,0.0712735621,0,0.00119616,0,0.0077541828,LEUVEN_2
50754,session_1,rest_1,1.1976692316,0.0303288611,0.0516390006,0,0.00050748,0,0.0045879584,LEUVEN_2
50755,session_1,rest_1,1.1467559228,0.0278458431,0.061771817,0,0.00102748,0,0.0044454781,LEUVEN_2
50756,session_1,rest_1,1.1165141426,0.0168886496,0.089723059,0,0.00465144,0,0.011641702,LEUVEN_2
50757,session_1,rest_1,1.2525001504,0.0311185409,0.1246837776,1,0.0057856,0.3984063745,0.0092492152,LEUVEN_2
50772,session_1,rest_1,1.1495870672,0.0213160646,0.0720568115,0,0.0031673077,0,0.0034061219,KKI
50773,session_1,rest_1,1.0790063406,0.0419770554,0.0550336419,0,0.002135641,0,0.0057966169,KKI
50774,session_1,rest_1,1.1589542115,0.0154114973,0.0355590004,0,0.000511859,0,0.0026267293,KKI
50775,session_1,rest_1,1.0899738311,0.0751468848,0.1444878973,0,0.0013241026,0,0.0058901578,KKI
50776,session_1,rest_1,1.0116428891,0.0146780831,0.1392438779,2,0.0054782692,1.2738853503,0.0088666178,KKI
50777,session_1,rest_1,1.2230377115,0.0299180569,0.0637256108,0,0.0073307051,0,0.0045802223,KKI
50778,session_1,rest_1,1.0526403944,0.0296916248,0.1071567012,1,0.0006878205,0.6369426752,0.0061530547,KKI
50779,session_1,rest_1,1.2038862808,0.0103828599,0.1073435253,1,0.0047514103,0.6369426752,0.0065387726,KKI
50780,session_1,rest_1,1.1754322392,0.0424107592,0.0908827585,0,0.0015473077,0,0.0042452346,KKI
50781,session_1,rest_1,1.1051239433,0.0403965944,0.1156469326,0,0.0034369231,0,0.0045841874,KKI
50782,session_1,rest_1,1.0966607951,0.032564292,0.1153613221,1,0.0124025641,0.6369426752,0.0073274895,KKI
50783,session_1,rest_1,1.0489262263,0.0770998218,0.048429011,0,0.0007834615,0,0.0028560431,KKI
50784,session_1,rest_1,1.2059770525,0.0249499104,0.2120776872,6,0.0135267308,3.821656051,0.0092672196,KKI
50785,session_1,rest_1,1.0875195545,0.0149295847,0.1979619992,2,0.0022410256,1.2738853503,0.0073459262,KKI
50786,session_1,rest_1,1.0293979404,0.0113891131,0.1430365741,3,0.0049323077,1.9108280255,0.0094119583,KKI
50787,session_1,rest_1,1.0808377666,0.0304714824,0.1170869028,2,0.0040078846,1.2738853503,0.008326214,KKI
50788,session_1,rest_1,1.117727706,0.0332689556,0.0986028624,2,0.0071423718,1.2738853503,0.007238699,KKI
50789,session_1,rest_1,1.1722752093,0.0163165823,0.1553637465,0,0.0019567308,0,0.0095191829,KKI
50790,session_1,rest_1,1.083998073,0.0281013457,0.0822274206,0,0.0018934615,0,0.0061254133,KKI
50791,session_1,rest_1,1.1074081668,0.0158159045,0.0409579177,0,0.0014623438,0,0.0041308743,KKI
50792,session_1,rest_1,1.09943003,0.0120776725,0.1648889443,2,0.0047932813,1.5503875969,0.0061189523,KKI
50793,session_1,rest_1,1.1929340209,0.0089602576,0.3513090002,11,0.017336875,8.5271317829,0.009960793,KKI
50794,session_1,rest_1,1.1785151649,0.0116076981,0.2540364031,3,0.011071875,2.3255813953,0.0127432917,KKI
50795,session_1,rest_1,1.168483415,0.0123356323,0.1366142272,4,0.0085729487,2.5477707006,0.0060985668,KKI
50796,session_1,rest_1,1.070568462,0.0207441974,0.33808959,11,0.0068062821,7.0063694268,0.0140766996,KKI
50797,session_1,rest_1,1.1348196026,0.0549469701,0.2231451012,2,0.0028578846,1.2738853503,0.0085225388,KKI
50798,session_1,rest_1,1.0658466061,0.0352534819,0.1119182831,0,0.0023195513,0,0.0052705812,KKI
50799,session_1,rest_1,1.081768164,0.016362821,0.0671370182,0,0.0006244872,0,0.0039445343,KKI
50800,session_1,rest_1,1.1422288739,0.0176785498,0.1928139406,4,0.0049127564,2.5477707006,0.0079113347,KKI
50801,session_1,rest_1,1.1962768207,0.0194715508,0.2080117469,4,0.0075447436,2.5477707006,0.0095086237,KKI
50802,session_1,rest_1,1.1653168625,0.0306810811,0.0630070693,0,0.0019042949,0,0.0040263269,KKI
50803,session_1,rest_1,1.0710897581,0.0470745392,0.0770603078,0,0.0008660256,0,0.0067357334,KKI
50804,session_1,rest_1,1.0845584633,0.0170180422,0.1869750947,6,0.0038985897,3.821656051,0.0077873113,KKI
50805,session_1,rest_1,1.0512222617,0.0146956089,0.5090262079,20,0.0194260897,12.7388535032,0.0148678053,KKI
50806,session_1,rest_1,1.0542003099,0.6324263568,1.1989058563,41,0.0232314789,28.6713286713,0.0325055295,KKI
50807,session_1,rest_1,1.0645091494,0.0179056748,0.3904347927,15,0.0084889103,9.5541401274,0.0168949473,KKI
50808,session_1,rest_1,1.0511189571,0.014700132,0.5090262029,20,0.0193891026,12.7388535032,0.0148706109,KKI
50809,session_1,rest_1,1.2076069515,0.0838024285,0.0782584637,0,0.003619359,0,0.0070886505,KKI
50810,session_1,rest_1,1.0401623744,0.0275430578,0.0470473696,0,0.0015528846,0,0.0071747079,KKI
50811,session_1,rest_1,1.0956923544,0.0183025245,0.0644803983,0,0.0007159615,0,0.002992296,KKI
50812,session_1,rest_1,1.0837007368,0.0842445089,0.0827581421,0,0.0032533974,0,0.0060694672,KKI
50813,session_1,rest_1,1.0838927506,0.0233443489,0.0775766847,0,0.0012228846,0,0.0054641123,KKI
50814,session_1,rest_1,1.0780523596,0.0136786187,0.0585644647,0,0.0009600641,0,0.0031994781,KKI
50815,session_1,rest_1,1.1314795072,0.0271798537,0.291701373,11,0.0094416026,7.0063694268,0.0117823118,KKI
50816,session_1,rest_1,1.0566266035,0.0121319942,0.0901438903,0,0.0020685938,0,0.0060448804,KKI
50817,session_1,rest_1,0.9483610076,0.0094613687,0.080759046,1,0.0088541406,0.7751937984,0.0072470825,KKI
50818,session_1,rest_1,1.1809652766,0.0096852762,0.059830826,0,0.0007808974,0,0.0025319117,KKI
50819,session_1,rest_1,1.0847886797,0.0247913151,0.0507199633,0,0.0008444231,0,0.0047643454,KKI
50820,session_1,rest_1,1.097073337,0.0233065699,0.0597457513,0,0.0053884615,0,0.0067086576,KKI
50821,session_1,rest_1,1.1265415014,0.0213082519,0.179448829,1,0.0013514103,0.6369426752,0.0086252793,KKI
50822,session_1,rest_1,1.2488185576,0.0230455449,0.10674048,2,0.0072320513,1.2738853503,0.0063245304,KKI
50823,session_1,rest_1,1.1163959988,0.0170293867,0.0953818365,0,0.0035421154,0,0.0051460768,KKI
50824,session_1,rest_1,1.023638791,0.0490323293,0.0636998662,0,0.0006339744,0,0.005491939,KKI
50825,session_1,rest_1,1.1865878576,0.0084191543,0.0930916552,0,0.0066942949,0,0.0044685104,KKI
50826,session_1,rest_1,1.0872702709,0.0090537806,0.6451379782,23,0.0148128205,14.6496815287,0.0191650415,KKI
50952,session_1,rest_1,1.07313881,0.3368003809,0.3722343834,12,0.0171147222,6.6298342541,0.0266812411,NYU
50953,session_1,rest_1,0.9945633999,0.390257306,0.0649461546,0,0.0064024444,0,0.0101537084,NYU
50954,session_1,rest_1,1.0242245384,0.4740053133,0.0325143472,0,0.0064352222,0,0.0094630948,NYU
50955,session_1,rest_1,1.0241233242,0.4026481867,0.0897271827,0,0.0064045556,0,0.0094805405,NYU
50956,session_1,rest_1,1.0976638085,0.4265765352,0.0336093668,0,0.0064948889,0,0.011823685,NYU
50957,session_1,rest_1,0.9755578248,0.3708515233,0.1249913887,0,0.0089462222,0,0.01928643,NYU
50958,session_1,rest_1,0.9907031632,0.4494372828,0.0818745177,0,0.0076336667,0,0.0133592746,NYU
50959,session_1,rest_1,0.9796985555,0.3397921588,0.0354118589,0,0.0058105,0,0.0157520921,NYU
50960,session_1,rest_1,0.906459846,0.282042688,0.0810119318,1,0.0069063333,0.5524861878,0.0145565068,NYU
50961,session_1,rest_1,1.0011223639,0.4128344718,0.0570946066,0,0.0063925556,0,0.0124457677,NYU
50962,session_1,rest_1,1.0362900786,0.3783884955,0.0454493427,0,0.0076742222,0,0.0130623262,NYU
50964,session_1,rest_1,1.0296412401,0.4303155332,0.0854908734,0,0.0068324444,0,0.0153210456,NYU
50965,session_1,rest_1,0.8954345169,0.2936508322,0.1110808926,1,0.0064880556,0.5524861878,0.0208512094,NYU
50966,session_1,rest_1,0.9938554086,0.3634727639,0.036640721,0,0.0060885556,0,0.008693173,NYU
50967,session_1,rest_1,0.9686641113,0.4360326167,0.0892330381,0,0.007355,0,0.0092656264,NYU
50968,session_1,rest_1,1.0247215017,0.3388635897,0.0367919812,0,0.0059393333,0,0.0199146783,NYU
50969,session_1,rest_1,0.9790530583,0.4516856191,0.1387885396,0,0.0066417222,0,0.0177564061,NYU
50970,session_1,rest_1,1.0232078383,0.4235755865,0.0370731675,0,0.0065137778,0,0.0102184495,NYU
50971,session_1,rest_1,0.9053679625,0.3606482471,0.0866797688,0,0.0057106667,0,0.01885896,NYU
50972,session_1,rest_1,0.8764418657,0.2414741049,0.089424964,1,0.0101398889,0.5524861878,0.0239541983,NYU
50973,session_1,rest_1,1.0214490952,0.3649063526,0.0536008612,0,0.0062558889,0,0.0130358396,NYU
50974,session_1,rest_1,0.9572676357,0.4194796315,0.0443430682,0,0.006256,0,0.0107074618,NYU
50975,session_1,rest_1,0.9731188551,0.3640997283,0.1342019616,0,0.007748,0,0.0196899092,NYU
50976,session_1,rest_1,1.0009992152,0.3835559608,0.0746069509,0,0.0062056667,0,0.0106218071,NYU
50977,session_1,rest_1,1.045172851,0.4099502986,0.0499876783,0,0.0064363889,0,0.0100427358,NYU
50978,session_1,rest_1,0.9389202086,0.4292377456,0.0301184656,0,0.0062531111,0,0.0112017334,NYU
50979,session_1,rest_1,1.048605384,0.3982210954,0.1757805414,8,0.012907,4.4198895028,0.0161658495,NYU
50980,session_1,rest_1,0.9758094624,0.2947166779,0.1449165868,2,0.0133271111,1.1049723757,0.0244345111,NYU
50981,session_1,rest_1,1.02157303,0.443046368,0.0734356056,0,0.0066376111,0,0.0129437321,NYU
50982,session_1,rest_1,0.965997276,0.4618205597,0.0315260914,0,0.006362,0,0.0112860616,NYU
50983,session_1,rest_1,0.865932074,0.2707618464,0.0896981833,0,0.0055805556,0,0.0267020417,NYU
50984,session_1,rest_1,1.050208063,0.3651961312,0.1909341352,2,0.0081449444,1.1049723757,0.0150397084,NYU
50985,session_1,rest_1,0.9605901549,0.4055381963,0.0508660769,0,0.0064342778,0,0.0102328547,NYU
50986,session_1,rest_1,0.9673223134,0.3953028371,0.0606959987,0,0.0061127222,0,0.0100009523,NYU
50987,session_1,rest_1,1.0069210891,0.4217224466,0.0975560283,0,0.0064953333,0,0.0103580676,NYU
50988,session_1,rest_1,1.027359664,0.4543686745,0.0355119788,0,0.0066473333,0,0.0100671791,NYU
50989,session_1,rest_1,1.0530512549,0.3825514302,0.0678401483,0,0.0071437222,0,0.0139632423,NYU
50990,session_1,rest_1,1.0850591065,0.344532251,0.0660113872,0,0.0065941111,0,0.0138366688,NYU
50991,session_1,rest_1,0.9726321405,0.4293809952,0.0448547132,0,0.0063791667,0,0.0091659191,NYU
50992,session_1,rest_1,1.045957813,0.3931742239,0.0889344947,1,0.0077093333,0.5524861878,0.0123005809,NYU
50993,session_1,rest_1,1.0115220632,0.3847484414,0.0940610311,0,0.0087323889,0,0.0108453425,NYU
50994,session_1,rest_1,0.9729878339,0.3923046865,0.0298932373,0,0.0061882222,0,0.0085334276,NYU
50995,session_1,rest_1,1.0055396982,0.3693466163,0.0884394843,0,0.0066235,0,0.013762836,NYU
50996,session_1,rest_1,0.8783993885,0.3065127006,0.0531548557,0,0.0054186667,0,0.0240961561,NYU
50997,session_1,rest_1,0.9762623878,0.2994942534,0.1530317384,1,0.0078477778,0.5524861878,0.02024275,NYU
50998,session_1,rest_1,0.9489445916,0.3505822179,0.1079670691,0,0.0071101111,0,0.0133023062,NYU
